quality_real,quality_prevista,residuo,alcohol,density
6,5.658087942229198,0.34191205777080214,10.0,0.9963
7,6.080696407338447,0.9193035926615529,11.3,0.9948
7,6.080696407338447,0.9193035926615529,11.3,0.9948
7,6.307732863624197,0.6922671363758033,12.0,0.9953
7,6.080696407338447,0.9193035926615529,11.3,0.9948
7,6.307732863624197,0.6922671363758033,12.0,0.9953
6,5.853420469027403,0.14657953097259657,10.6,0.9949
5,5.429854075816978,-0.4298540758169782,9.3,0.9988
6,5.463673429861287,0.536326570138713,9.4,0.9954
7,5.984427122420227,1.015572877579773,11.0,0.992
6,5.430013730500507,0.569986269499493,9.3,0.9984
6,5.463673429861287,0.536326570138713,9.4,0.9954
5,5.821876194223389,-0.821876194223389,10.5,0.9926
7,5.984427122420227,1.015572877579773,11.0,0.992
6,5.495257618336183,0.5047423816638172,9.5,0.9976
6,6.047276190002962,-0.047276190002961904,11.2,0.9972
6,6.406836019175065,-0.4068360191750653,12.3,0.991
5,5.33278651748111,-0.33278651748111,9.0,0.998
5,5.333345308873463,-0.33334530887346325,9.0,0.9966
5,5.33278651748111,-0.33278651748111,9.0,0.998
5,5.3317088483672865,-0.33170884836728654,9.0,1.0007
6,6.114276279357463,-0.11427627935746276,11.4,0.992
7,5.984227554065814,1.0157724459341857,11.0,0.9925
6,6.406836019175065,-0.4068360191750653,12.3,0.991
7,5.789094595622022,1.2109054043779777,10.4,0.9934
5,5.755794119299183,-0.7557941192991828,10.3,0.9955
7,5.821157748147507,1.178842251852493,10.5,0.9944
6,5.5924449176846975,0.40755508231530246,9.8,0.9981
4,5.657888373874786,-1.657888373874786,10.0,0.9968
5,5.561379606931271,-0.5613796069312711,9.7,0.9946
5,5.561379606931271,-0.5613796069312711,9.7,0.9946
6,5.5924449176846975,0.40755508231530246,9.8,0.9981
6,5.821077920805742,0.1789220791942583,10.5,0.9946
6,5.657808546533021,0.3421914534669792,10.0,0.997
7,6.146578913908241,0.8534210860917586,11.5,0.9924
5,5.495976064412066,-0.49597606441206565,9.5,0.9958
6,5.821317402831036,0.17868259716896429,10.5,0.994
6,5.723212089052227,0.2767879109477729,10.2,0.9958
6,5.59232517667205,0.4076748233279499,9.8,0.9984
6,6.178083275041374,-0.17808327504137367,11.6,0.9948
7,6.243646472244109,0.7563535277558913,11.8,0.9932
7,5.690989281843213,1.3090107181567872,10.1,0.9952
6,5.757031443096537,0.2429685569034632,10.3,0.9924
6,5.788655545242316,0.21134445475768437,10.4,0.9945
5,5.3004838829303305,-0.30048388293033046,8.9,0.9976
5,5.3004838829303305,-0.30048388293033046,8.9,0.9976
5,5.918784097875728,-0.9187840978757276,10.8,0.9938
5,5.397032563544727,-0.3970325635447267,9.2,0.9997
6,5.529156799722256,0.47084320027774407,9.6,0.994
6,5.7896134733434925,0.21038652665650748,10.4,0.9921
6,5.235160167752889,0.7648398322471106,8.7,0.9986
6,5.39743170025355,0.6025682997464497,9.2,0.9987
5,5.397272045570021,-0.3972720455700207,9.2,0.9991
6,5.39743170025355,0.6025682997464497,9.2,0.9987
5,5.397272045570021,-0.3972720455700207,9.2,0.9991
5,5.397272045570021,-0.3972720455700207,9.2,0.9991
5,5.723611225761051,-0.7236112257610507,10.2,0.9948
6,5.39743170025355,0.6025682997464497,9.2,0.9987
5,5.334782201025229,-0.33478220102522904,9.0,0.993
5,5.559703232754212,-0.5597032327542122,9.7,0.9988
5,5.526761979469314,-0.5267619794693141,9.6,1.0
5,5.659325266026551,-0.659325266026551,10.0,0.9932
5,5.397272045570021,-0.3972720455700207,9.2,0.9991
5,5.364889583677477,-0.3648895836774768,9.1,0.9989
5,5.234601376360536,-0.23460137636053613,8.7,1.0
5,5.234601376360536,-0.23460137636053613,8.7,1.0
5,5.49621554643736,-0.49621554643735966,9.5,0.9952
6,5.49553701403236,0.5044629859676402,9.5,0.9969
6,5.300883019639154,0.6991169803608459,8.9,0.9966
6,5.300883019639154,0.6991169803608459,8.9,0.9966
6,5.625106775273418,0.3748932247265824,9.9,0.9976
7,6.504622023586815,0.4953779764131854,12.6,0.99
6,5.559703232754212,0.4402967672457878,9.7,0.9988
5,5.788775286254963,-0.7887752862549631,10.4,0.9942
6,5.365089152031889,0.6349108479681114,9.1,0.9984
5,5.789174422963787,-0.7891744229637867,10.4,0.9932
6,5.49553701403236,0.5044629859676402,9.5,0.9969
6,5.300883019639154,0.6991169803608459,8.9,0.9966
5,5.854059087761521,-0.8540590877615211,10.6,0.9933
7,6.309209669446844,0.6907903305531562,12.0,0.9916
7,6.471600942960153,0.5283990570398469,12.5,0.9914
5,5.528119044279315,-0.5281190442793147,9.6,0.9966
5,5.398589196709139,-0.39858919670913906,9.2,0.9958
6,5.627102458817536,0.3728975411824642,9.9,0.9926
6,6.210904787313623,-0.2109047873136234,11.7,0.9939
6,5.528637922000786,0.47136207799921426,9.6,0.9953
6,6.309608806155667,-0.30960880615566744,12.0,0.9906
7,6.471600942960153,0.5283990570398469,12.5,0.9914
5,5.398589196709139,-0.39858919670913906,9.2,0.9958
6,5.627102458817536,0.3728975411824642,9.9,0.9926
6,5.299885177867095,0.700114822132905,8.9,0.9991
6,5.332227726088757,0.6677722739112433,9.0,0.9994
7,5.722493642976344,1.2775063570236558,10.2,0.9976
5,5.528119044279315,-0.5281190442793147,9.6,0.9966
5,5.463713343532169,-0.4637133435321692,9.4,0.9953
5,5.789533646001728,-0.7895336460017282,10.4,0.9923
4,5.789254250305552,-1.789254250305552,10.4,0.993
6,5.659365179697433,0.34063482030256687,10.0,0.9931
6,5.659325266026551,0.34067473397344905,10.0,0.9932
5,5.821876194223389,-0.821876194223389,10.5,0.9926
6,6.11355783328158,-0.11355783328157987,11.4,0.9938
5,5.722892779685168,-0.7228927796851679,10.2,0.9966
6,5.787498048786727,0.2125019512132731,10.4,0.9974
3,5.984267467736697,-2.9842674677366974,11.0,0.9924
6,5.6911489365267425,0.3088510634732575,10.1,0.9948
5,5.398349714683845,-0.39834971468384506,9.2,0.9964
6,5.757031443096537,0.2429685569034632,10.3,0.9924
5,5.722892779685168,-0.7228927796851679,10.2,0.9966
6,5.787498048786727,0.2125019512132731,10.4,0.9974
7,6.016170965578653,0.9838290344213467,11.1,0.9938
5,5.627022631475771,-0.6270226314757714,9.9,0.9928
5,5.33362470456964,-0.33362470456964033,9.0,0.9959
5,5.202099173455345,-0.20209917345534478,8.6,1.0001
5,5.33362470456964,-0.33362470456964033,9.0,0.9959
5,5.202099173455345,-0.20209917345534478,8.6,1.0001
5,5.495576927703242,-0.495576927703242,9.5,0.9968
5,5.334702373683464,-0.3347023736834638,9.0,0.9932
6,5.658447165267139,0.3415528347328607,10.0,0.9954
6,5.332307553430522,0.667692446569478,9.0,0.9992
5,5.334702373683464,-0.3347023736834638,9.0,0.9932
7,5.723970448798992,1.2760295512010078,10.2,0.9939
5,5.528677835671668,-0.5286778356716679,9.6,0.9952
5,5.559383923387153,-0.5593839233871529,9.7,0.9996
4,5.722892779685168,-1.7228927796851679,10.2,0.9966
7,6.63347333875199,0.3665266612480096,13.0,0.9925
6,5.917905997116315,0.08209400288368496,10.8,0.996
5,5.559383923387153,-0.5593839233871529,9.7,0.9996
5,5.333065913177287,-0.33306591317728707,9.0,0.9973
5,5.62666340843783,-0.62666340843783,9.9,0.9937
6,5.39826988734208,0.6017301126579202,9.2,0.9966
6,5.233922843955536,0.7660771560444637,8.7,1.0017
5,5.691867382602625,-0.6918673826026254,10.1,0.993
5,5.691867382602625,-0.6918673826026254,10.1,0.993
5,5.4959361507411835,-0.49593615074118347,9.5,0.9959
5,5.6258252213493005,-0.6258252213493005,9.9,0.9958
6,5.233922843955536,0.7660771560444637,8.7,1.0017
5,5.3336646182405225,-0.3336646182405225,9.0,0.9958
6,5.202977274214756,0.7970227257852436,8.6,0.9979
6,5.8212774891601535,0.17872251083984647,10.5,0.9941
7,5.495497100361477,1.5045028996385232,9.5,0.997
6,5.691707727919096,0.30829227208090426,10.1,0.9934
7,6.211383751364211,0.7886162486357886,11.7,0.9927
6,5.8860823266161235,0.11391767338387648,10.7,0.9944
7,6.211383751364211,0.7886162486357886,11.7,0.9927
5,5.398389628354727,-0.39838962835472724,9.2,0.9963
5,5.266624615215139,-0.2666246152151386,8.8,1.0011
5,5.266624615215139,-0.2666246152151386,8.8,1.0011
6,5.4959361507411835,0.5040638492588165,9.5,0.9959
5,5.722613383988992,-0.7226133839889917,10.2,0.9973
6,5.3658075981077715,0.6341924018922285,9.1,0.9966
6,5.821636712198095,0.17836328780190502,10.5,0.9932
6,5.33262686279758,0.6673731372024196,9.0,0.9984
8,5.299925091537977,2.700074908462023,8.9,0.999
8,5.299925091537977,2.700074908462023,8.9,0.999
8,5.299925091537977,2.700074908462023,8.9,0.999
8,5.299925091537977,2.700074908462023,8.9,0.999
8,5.299925091537977,2.700074908462023,8.9,0.999
6,5.364211051272477,0.635788948727523,9.1,1.0006
6,5.691587986906448,0.3084120130935517,10.1,0.9937
5,5.658447165267139,-0.6584471652671393,10.0,0.9954
6,5.495497100361477,0.5045028996385232,9.5,0.997
7,6.4067561918333,0.5932438081667,12.3,0.9912
4,5.366885267221596,-1.3668852672215959,9.1,0.9939
8,5.299925091537977,2.700074908462023,8.9,0.999
5,5.528478267317256,-0.5284782673172561,9.6,0.9957
6,6.178961375800785,-0.1789613758007853,11.6,0.9926
6,5.267303147620138,0.7326968523798616,8.8,0.9994
6,5.299366300145624,0.7006336998543761,8.9,1.0004
6,5.267303147620138,0.7326968523798616,8.8,0.9994
6,5.299366300145624,0.7006336998543761,8.9,1.0004
6,5.299366300145624,0.7006336998543761,8.9,1.0004
6,5.331908416721698,0.6680915832783016,9.0,1.0002
5,5.659724402735375,-0.6597244027353746,10.0,0.9922
5,5.659724402735375,-0.6597244027353746,10.0,0.9922
6,6.016330620262183,-0.016330620262182904,11.1,0.9934
6,6.178961375800785,-0.1789613758007853,11.6,0.9926
6,5.853739778394462,0.1462602216055382,10.6,0.9941
6,5.267303147620138,0.7326968523798616,8.8,0.9994
6,5.299366300145624,0.7006336998543761,8.9,1.0004
6,5.692106864627919,0.30789313537208063,10.1,0.9924
5,5.658686647292433,-0.6586866472924333,10.0,0.9948
7,6.373375888168696,0.6266241118313038,12.2,0.9935
6,5.984506949761991,0.015493050238008621,11.0,0.9918
5,5.658686647292433,-0.6586866472924333,10.0,0.9948
5,6.0167297569710065,-1.0167297569710065,11.1,0.9924
6,5.787298480432316,0.21270151956768402,10.4,0.9979
5,6.243726299585873,-1.243726299585873,11.8,0.993
6,5.918704270533962,0.08129572946603769,10.8,0.994
7,6.471760597643683,0.5282394023563173,12.5,0.991
5,6.243726299585873,-1.243726299585873,11.8,0.993
7,6.179121030484315,0.8208789695156851,11.6,0.9922
6,5.787298480432316,0.21270151956768402,10.4,0.9979
6,6.14606003618677,-0.14606003618677033,11.5,0.9937
6,5.69194720994439,0.30805279005561026,10.1,0.9928
6,5.398309801012962,0.601690198987038,9.2,0.9965
6,5.69194720994439,0.30805279005561026,10.1,0.9928
5,5.397272045570021,-0.3972720455700207,9.2,0.9991
5,5.301601465715037,-0.301601465715037,8.9,0.9948
5,5.692066950957036,-0.6920669509570363,10.1,0.9925
5,5.301202329006213,-0.30120232900621335,8.9,0.9958
6,5.5607409881971535,0.43925901180284654,9.7,0.9962
6,5.398309801012962,0.601690198987038,9.2,0.9965
6,5.983189798622873,0.016810201377126965,11.0,0.9951
5,5.8860823266161235,-0.8860823266161235,10.7,0.9944
6,5.919662198635139,0.0803378013648608,10.8,0.9916
5,5.5922054356594035,-0.5922054356594035,9.8,0.9987
5,5.984107813053168,-0.9841078130531677,11.0,0.9928
5,5.789413904989081,-0.7894139049890807,10.4,0.9926
6,5.724170017153404,0.275829982846596,10.2,0.9934
5,5.8860823266161235,-0.8860823266161235,10.7,0.9944
5,5.334023841278464,-0.33402384127846396,9.0,0.9949
5,5.854338483457697,-0.8543384834576973,10.6,0.9926
6,5.495497100361477,0.5045028996385232,9.5,0.997
5,5.334023841278464,-0.33402384127846396,9.0,0.9949
6,5.398988333417963,0.6010116665820373,9.2,0.9948
6,5.984427122420227,0.015572877579772992,11.0,0.992
6,5.6255857393240065,0.3744142606759935,9.9,0.9964
5,5.854338483457697,-0.8543384834576973,10.6,0.9926
5,5.430093557842272,-0.4300935578422722,9.3,0.9982
5,5.5285580946590205,-0.5285580946590205,9.6,0.9955
5,5.496095805424712,-0.4960958054247122,9.5,0.9955
7,5.560900642880683,1.439099357119317,9.7,0.9958
3,5.559344009716271,-2.5593440097162707,9.7,0.9997
5,5.234561462689654,-0.23456146268965394,8.7,1.0001
5,5.234561462689654,-0.23456146268965394,8.7,1.0001
5,6.438978999042314,-1.4389789990423143,12.4,0.9918
5,6.438978999042314,-1.4389789990423143,12.4,0.9918
6,5.854138915103285,0.14586108489671457,10.6,0.9931
5,5.234561462689654,-0.23456146268965394,8.7,1.0001
7,6.30881053273802,0.6911894672619798,12.0,0.9926
5,5.333345308873463,-0.33334530887346325,9.0,0.9966
5,5.2697777952148455,-0.26977779521484546,8.8,0.9932
5,5.49553701403236,-0.49553701403235983,9.5,0.9969
6,5.919302975597198,0.08069702440280224,10.8,0.9925
5,6.114515761382757,-1.1145157613827568,11.4,0.9914
5,5.755594550944771,-0.755594550944771,10.3,0.996
6,5.49621554643736,0.5037844535626403,9.5,0.9952
5,5.626783149450477,-0.6267831494504774,9.9,0.9934
5,5.723970448798992,-0.7239704487989922,10.2,0.9939
5,5.723970448798992,-0.7239704487989922,10.2,0.9939
6,5.984985913812579,0.015014086187420617,11.0,0.9906
7,6.3422706637443875,0.6577293362556125,12.1,0.9901
6,5.366526044183654,0.6334739558163456,9.1,0.9948
6,5.496295373779124,0.503704626220876,9.5,0.995
5,5.4961756327664775,-0.49617563276647747,9.5,0.9953
5,5.593562500469404,-0.5935625004694041,9.8,0.9953
6,5.49621554643736,0.5037844535626403,9.5,0.9952
5,5.755594550944771,-0.755594550944771,10.3,0.996
5,5.528837490355198,-0.5288374903551976,9.6,0.9948
6,5.723491484748403,0.2765085152515967,10.2,0.9951
6,5.821676625868977,0.17832337413102284,10.5,0.9931
4,5.787977012837316,-1.7879770128373158,10.4,0.9962
5,5.528837490355198,-0.5288374903551976,9.6,0.9948
5,5.885483621552888,-0.8854836215528881,10.7,0.9959
6,5.820439302071624,0.17956069792837592,10.5,0.9962
5,5.853061245989462,-0.853061245989462,10.6,0.9958
6,5.528837490355198,0.47116250964480244,9.6,0.9948
6,5.528837490355198,0.47116250964480244,9.6,0.9948
5,5.496694510487948,-0.49669451048794766,9.5,0.994
6,5.464152393911875,0.535847606088125,9.4,0.9942
6,5.59400155084911,0.4059984491508901,9.8,0.9942
6,5.528837490355198,0.47116250964480244,9.6,0.9948
5,5.398349714683845,-0.39834971468384506,9.2,0.9964
5,5.495976064412066,-0.49597606441206565,9.5,0.9958
5,5.39962695215208,-0.39962695215208033,9.2,0.9932
5,5.462396192393051,-0.46239619239305085,9.4,0.9986
5,5.462396192393051,-0.46239619239305085,9.4,0.9986
5,5.429854075816978,-0.4298540758169782,9.3,0.9988
5,5.366326475829243,-0.3663264758292426,9.1,0.9953
5,5.494978222640007,-0.49497822264000657,9.5,0.9983
6,5.364450533297771,0.635549466702229,9.1,1.0
5,5.853340641685638,-0.8533406416856382,10.6,0.9951
5,5.494978222640007,-0.49497822264000657,9.5,0.9983
6,6.439457963092902,-0.4394579630929023,12.4,0.9906
5,5.235359736107301,-0.2353597361073012,8.7,0.9981
5,5.269618140531316,-0.26961814053131583,8.8,0.9936
5,5.853340641685638,-0.8533406416856382,10.6,0.9951
5,5.366326475829243,-0.3663264758292426,9.1,0.9953
5,5.331788675709051,-0.3317886757090509,9.0,1.0005
6,5.755115586894183,0.244884413105817,10.3,0.9972
6,5.364450533297771,0.635549466702229,9.1,1.0
6,5.49553701403236,0.5044629859676402,9.5,0.9969
5,5.267023751923962,-0.2670237519239622,8.8,1.0001
5,5.267023751923962,-0.2670237519239622,8.8,1.0001
5,5.267023751923962,-0.2670237519239622,8.8,1.0001
5,5.626783149450477,-0.6267831494504774,9.9,0.9934
6,5.49553701403236,0.5044629859676402,9.5,0.9969
5,5.267023751923962,-0.2670237519239622,8.8,1.0001
4,6.2123815931362705,-2.2123815931362705,11.7,0.9902
5,5.919103407242787,-0.9191034072427868,10.8,0.993
6,6.309289496788609,-0.30928949678860906,12.0,0.9914
4,5.756352910691536,-1.756352910691536,10.3,0.9941
5,5.333305395202581,-0.33330539520258107,9.0,0.9967
7,6.374054420573697,0.6259455794263031,12.2,0.9918
5,5.624947120589888,-0.624947120589888,9.9,0.998
5,5.333305395202581,-0.33330539520258107,9.0,0.9967
7,6.374054420573697,0.6259455794263031,12.2,0.9918
5,5.690789713488801,-0.690789713488801,10.1,0.9957
5,5.429933903158743,-0.4299339031587426,9.3,0.9986
5,5.495976064412066,-0.49597606441206565,9.5,0.9958
6,5.398988333417963,0.6010116665820373,9.2,0.9948
5,6.211742974402153,-1.2117429744021528,11.7,0.9918
5,5.98430738140758,-0.9843073814075796,11.0,0.9923
6,5.526841806811079,0.4731581931889206,9.6,0.9998
6,5.526841806811079,0.4731581931889206,9.6,0.9998
6,6.276827207554301,-0.2768272075543008,11.9,0.9914
6,5.918744184204845,0.08125581579515462,10.8,0.9939
5,5.69043049045086,-0.6904304904508596,10.1,0.9966
6,5.950767423059447,0.04923257694055305,10.9,0.995
5,5.69043049045086,-0.6904304904508596,10.1,0.9966
5,5.788855113596727,-0.7888551135967274,10.4,0.994
5,5.398030405316786,-0.3980304053167858,9.2,0.9972
5,5.526841806811079,-0.5268418068110794,9.6,0.9998
5,5.526841806811079,-0.5268418068110794,9.6,0.9998
5,5.332706690139346,-0.3327066901393456,9.0,0.9982
7,6.146578913908241,0.8534210860917586,11.5,0.9924
6,5.722653297659874,0.27734670234012615,10.2,0.9972
6,5.625346257298712,0.3746537427012884,9.9,0.997
6,5.528598008329904,0.47140199167009644,9.6,0.9954
5,5.852901591305932,-0.8529015913059323,10.6,0.9962
5,5.398030405316786,-0.3980304053167858,9.2,0.9972
6,6.2440855226238146,-0.24408552262381455,11.8,0.9921
6,6.374573298295168,-0.37457329829516794,12.2,0.9905
5,5.526841806811079,-0.5268418068110794,9.6,0.9998
6,5.8541788287741685,0.1458211712258315,10.6,0.993
6,5.756352910691536,0.2436470893084639,10.3,0.9941
4,5.721775196900461,-1.7217751969004613,10.2,0.9994
5,5.885363880540241,-0.8853638805402406,10.7,0.9962
4,6.2116631470603885,-2.2116631470603885,11.7,0.992
6,6.30897018742155,-0.3089701874215498,12.0,0.9922
6,5.853779692065344,0.146220307934656,10.6,0.994
4,6.374892607662226,-2.3748926076622263,12.2,0.9897
6,5.9830700576102265,0.016929942389773522,11.0,0.9954
7,6.439697445118197,0.5603025548818028,12.4,0.99
6,5.463912911886581,0.536087088113419,9.4,0.9948
6,6.30897018742155,-0.3089701874215498,12.0,0.9922
5,6.1768060375731375,-1.1768060375731375,11.6,0.998
5,5.464072566570111,-0.46407256657011065,9.4,0.9944
5,5.464072566570111,-0.46407256657011065,9.4,0.9944
7,5.365009324690124,1.6349906753098757,9.1,0.9986
7,5.365009324690124,1.6349906753098757,9.1,0.9986
7,5.365009324690124,1.6349906753098757,9.1,0.9986
7,5.365009324690124,1.6349906753098757,9.1,0.9986
7,5.365009324690124,1.6349906753098757,9.1,0.9986
5,5.398509369367374,-0.3985093693673738,9.2,0.996
5,5.3969527362029615,-0.39695273620296145,9.2,0.9999
7,5.365009324690124,1.6349906753098757,9.1,0.9986
7,5.365009324690124,1.6349906753098757,9.1,0.9986
5,5.398509369367374,-0.3985093693673738,9.2,0.996
7,5.333944013936699,1.6660559860633013,9.0,0.9951
5,5.3969527362029615,-0.39695273620296145,9.2,0.9999
6,5.919103407242787,0.08089659275721317,10.8,0.993
6,5.495018136310889,0.5049818636891112,9.5,0.9982
6,5.984427122420227,0.015572877579772992,11.0,0.992
5,5.658087942229198,-0.6580879422291979,10.0,0.9963
5,5.496295373779124,-0.496295373779124,9.5,0.995
6,5.690829627159683,0.3091703728403168,10.1,0.9956
7,5.495497100361477,1.5045028996385232,9.5,0.997
5,5.496854165171477,-0.4968541651714773,9.5,0.9936
5,5.4968940788423595,-0.4968940788423595,9.5,0.9935
6,5.463314206823346,0.5366857931766544,9.4,0.9963
6,5.463154552139816,0.5368454478601841,9.4,0.9967
6,6.536605348770535,-0.5366053487705349,12.7,0.9912
5,5.559982628450388,-0.5599826284503884,9.7,0.9981
6,5.560581333513624,0.4394186664863762,9.7,0.9966
6,5.463154552139816,0.5368454478601841,9.4,0.9967
6,5.463314206823346,0.5366857931766544,9.4,0.9963
5,5.4968940788423595,-0.4968940788423595,9.5,0.9935
6,6.2123815931362705,-0.21238159313627047,11.7,0.9902
6,6.212461420478036,-0.21246142047803573,11.7,0.99
5,5.560820815538918,-0.5608208155389178,9.7,0.996
6,5.495656755045006,0.5043432449549936,9.5,0.9966
5,5.365967252791301,-0.36596725279130116,9.1,0.9962
6,5.756392824362418,0.24360717563758172,10.3,0.994
5,5.560820815538918,-0.5608208155389178,9.7,0.996
5,5.6265436674251825,-0.6265436674251825,9.9,0.994
5,5.626384012741654,-0.6263840127416538,9.9,0.9944
5,5.722573470318109,-0.7225734703181086,10.2,0.9974
6,6.339915757162328,-0.3399157571623279,12.1,0.996
7,6.081734162781388,0.9182658372186117,11.3,0.9922
5,6.114396020370109,-1.1143960203701093,11.4,0.9917
6,6.374054420573697,-0.37405442057369687,12.2,0.9918
7,5.626703322108712,1.3732966778912878,9.9,0.9936
6,5.7564726517041835,0.24352734829581646,10.3,0.9938
6,6.374054420573697,-0.37405442057369687,12.2,0.9918
6,5.7888950272676105,0.21110497273238948,10.4,0.9939
5,6.114396020370109,-1.1143960203701093,11.4,0.9917
6,5.624907206919006,0.3750927930809942,9.9,0.9981
5,5.6589660429886095,-0.6589660429886095,10.0,0.9941
6,6.146419259224712,-0.14641925922471177,11.5,0.9928
6,5.820838438780448,0.1791615612195523,10.5,0.9952
7,6.472239561694271,0.5277604383057293,12.5,0.9898
6,5.822355158273978,0.17764484172602213,10.5,0.9914
6,5.624907206919006,0.3750927930809942,9.9,0.9981
7,6.112799473534815,0.8872005264651852,11.4,0.9957
6,5.59248483135558,0.4075151686444203,9.8,0.998
7,6.112799473534815,0.8872005264651852,11.4,0.9957
4,5.3974716139244325,-1.3974716139244325,9.2,0.9986
5,5.300204487234154,-0.30020448723415427,8.9,0.9983
5,5.3002444009050365,-0.30024440090503646,8.9,0.9982
7,5.495497100361477,1.5045028996385232,9.5,0.997
6,6.145660899477947,-0.1456608994779467,11.5,0.9947
7,5.495497100361477,1.5045028996385232,9.5,0.997
6,6.145660899477947,-0.1456608994779467,11.5,0.9947
6,5.496630648614536,0.503369351385464,9.5,0.99416
5,5.56115609037433,-0.5611560903743298,9.7,0.99516
5,5.561235917716095,-0.561235917716095,9.7,0.99496
6,5.495337445677947,0.5046625543220529,9.5,0.9974
5,5.463517766544846,-0.4635177665448458,9.4,0.99579
4,5.332666776468463,-1.3326667764684634,9.0,0.9983
6,5.853496305002079,0.1465036949979206,10.6,0.99471
6,5.495337445677947,0.5046625543220529,9.5,0.9974
5,5.365871459981183,-0.3658714599811832,9.1,0.99644
5,5.463517766544846,-0.4635177665448458,9.4,0.99579
5,5.268265067088404,-0.2682650670884037,8.8,0.99699
5,5.787426204179139,-0.7874262041791393,10.4,0.99758
5,5.300443969259448,-0.3004439692594483,8.9,0.9977
7,5.853791666166609,1.1462083338333908,10.6,0.99397
4,5.332666776468463,-1.3326667764684634,9.0,0.9983
6,5.853496305002079,0.1465036949979206,10.6,0.99471
6,5.854406336698197,0.14559366330180268,10.6,0.99243
5,5.333504963556993,-0.3335049635569929,9.0,0.9962
6,5.266337236784786,0.7336627632152144,8.8,1.00182
7,5.821381264704448,1.1786187352955517,10.5,0.99384
5,5.495968081677889,-0.49596808167788886,9.5,0.99582
5,5.333504963556993,-0.3335049635569929,9.0,0.9962
6,5.789493732330846,0.21050626766915403,10.4,0.9924
6,5.658742526431668,0.3412574735683318,10.0,0.99466
5,5.789605490609317,-0.7896054906093166,10.4,0.99212
6,5.334187487329081,0.6658125126709189,9.0,0.99449
5,5.430380936272625,-0.4303809362726252,9.3,0.99748
6,5.334187487329081,0.6658125126709189,9.0,0.99449
5,5.430380936272625,-0.4303809362726252,9.3,0.99748
6,5.334083711784787,0.6659162882152128,9.0,0.99475
6,6.146782473629742,-0.14678247362974162,11.5,0.99189
5,5.332678750569728,-0.33267875056972773,9.0,0.99827
6,5.787450152381669,0.21254984761833118,10.4,0.99752
5,5.332678750569728,-0.33267875056972773,9.0,0.99827
5,5.853464374065374,-0.853464374065374,10.6,0.99479
6,5.787450152381669,0.21254984761833118,10.4,0.99752
6,5.171105707309508,0.8288942926904923,8.5,0.99642
6,5.429187517513243,0.5708124824867573,9.3,1.00047
7,5.821389247438624,1.1786107525613758,10.5,0.99382
6,5.6250109824633,0.37498901753670033,9.9,0.99784
6,5.78851185602714,0.21148814397286042,10.4,0.99486
5,5.690921428602713,-0.6909214286027128,10.1,0.99537
7,5.821389247438624,1.1786107525613758,10.5,0.99382
4,5.397559424000374,-1.3975594240003737,9.2,0.99838
6,5.463569654316992,0.5364303456830077,9.4,0.99566
6,5.854306552520992,0.14569344747900814,10.6,0.99268
6,5.463569654316992,0.5364303456830077,9.4,0.99566
5,5.2367247836514785,-0.23672478365147853,8.7,0.99468
6,5.724209930824286,0.2757900691757138,10.2,0.9933
6,5.756764021501625,0.24323597849837508,10.3,0.99307
5,5.4946708873742125,-0.4946708873742125,9.5,0.99907
5,5.4946708873742125,-0.4946708873742125,9.5,0.99907
5,5.4946708873742125,-0.4946708873742125,9.5,0.99907
5,5.4946708873742125,-0.4946708873742125,9.5,0.99907
5,5.463948834190375,-0.4639488341903748,9.4,0.99471
5,5.463948834190375,-0.4639488341903748,9.4,0.99471
5,5.4946708873742125,-0.4946708873742125,9.5,0.99907
7,6.504031301257755,0.4959686987422449,12.6,0.99148
7,5.821385256071536,1.1786147439284642,10.5,0.99383
6,5.918843968382051,0.08115603161794915,10.8,0.99365
6,5.627054562412477,0.3729454375875232,9.9,0.99272
7,6.504031301257755,0.4959686987422449,12.6,0.99148
7,6.373834895383844,0.626165104616156,12.2,0.99235
6,5.658574889013963,0.34142511098603734,10.0,0.99508
7,5.85354021004005,1.14645978995995,10.6,0.9946
6,5.4956008759057715,0.5043991240942285,9.5,0.99674
8,6.5694747574478445,1.4305252425521555,12.8,0.99018
7,6.373834895383844,0.626165104616156,12.2,0.99235
7,6.504286748751403,0.49571325124859733,12.6,0.99084
5,5.4624121578614035,-0.46241215786140355,9.4,0.99856
5,5.333620713202552,-0.33362071320255193,9.0,0.99591
5,5.36544837506983,-0.3654483750698301,9.1,0.9975
6,5.464072566570111,0.5359274334298894,9.4,0.9944
7,6.374082360143315,0.6259176398566852,12.2,0.99173
5,5.659093766735433,-0.6590937667354329,10.0,0.99378
5,5.397691139114285,-0.39769113911428544,9.2,0.99805
5,5.431235088829508,-0.43123508882950823,9.3,0.99534
6,5.594751927861698,0.40524807213830183,9.8,0.99232
5,5.397691139114285,-0.39769113911428544,9.2,0.99805
7,6.30953696154808,0.6904630384519201,12.0,0.99078
5,5.431235088829508,-0.43123508882950823,9.3,0.99534
7,6.504378550194432,0.49562144980556777,12.6,0.99061
6,6.37404643783952,-0.3740464378395201,12.2,0.99182
6,5.982591093559638,0.017408906440362415,11.0,0.9966
7,6.309369324130373,0.6906306758696266,12.0,0.9912
5,5.267945757721344,-0.26794575772134444,8.8,0.99779
4,5.300268349107566,-1.300268349107566,8.9,0.99814
7,6.536701141580653,0.46329885841934715,12.7,0.99096
